16
16
['190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '118']
['12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '42']
['37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '220']
['161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '103']
['254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '26']
['5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '14']
['106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '173']
['154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '143']
['49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '162']
['116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '252']
['100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '238']
['84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '189']
['4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '10']
['75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '18']
['99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '112']
['200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '243']
['179', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['179', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['179', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['179', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['63', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['63', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['63', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['63', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['63', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['63', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['63', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['63', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['63', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['63', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['63', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['63', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['63', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['63', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['63', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['69', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['69', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['69', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['69', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['69', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['69', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['69', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['69', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['69', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['69', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['69', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['69', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['69', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['69', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['69', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['156', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['156', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['156', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['156', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['156', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['156', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['156', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['156', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['156', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['156', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['156', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['156', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['156', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['156', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['156', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['198', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['198', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['198', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['198', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['198', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['198', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['198', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['198', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['198', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['198', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['198', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['198', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['198', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['198', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['198', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['178', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['178', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['178', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['178', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['178', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['178', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['178', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['178', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['178', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['178', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['178', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['178', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['178', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['178', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['178', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['159', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['159', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['159', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['159', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['159', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['159', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['159', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['159', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['159', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['159', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['159', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['159', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['159', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['159', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['159', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['223', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['223', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['223', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['223', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['223', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['223', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['223', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['223', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['223', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['223', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['223', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['223', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['223', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['223', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['223', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['244', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['244', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['244', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['244', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['244', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['244', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['244', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['244', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['244', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['244', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['244', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['244', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['244', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['244', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['244', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['87', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['87', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['87', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['87', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['87', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['87', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['87', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['87', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['87', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['87', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['87', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['87', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['87', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['87', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['87', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['117', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['117', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['117', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['117', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['117', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['117', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['117', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['117', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['117', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['117', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['117', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['117', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['117', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['117', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['117', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['123', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['123', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['123', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['123', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['123', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['123', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['123', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['123', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['123', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['123', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['123', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['123', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['123', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['123', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['123', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['227', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['227', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['227', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['227', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['227', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['227', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['227', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['227', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['227', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['227', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['227', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['227', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['227', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['227', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['227', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['242', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['242', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['242', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['242', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['242', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['242', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['242', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['242', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['242', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['242', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['242', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['242', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['242', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['242', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['242', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['26', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['26', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['26', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['26', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['26', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['26', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['26', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['26', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['26', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['26', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['26', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['26', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['26', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['26', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['26', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['254', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['254', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['254', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['254', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['254', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['254', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['254', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['254', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['254', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['254', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['254', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['254', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['254', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['254', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['254', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
