100
10
['CD', 'JO', 'DJ', 'OB', 'EX', 'LN', 'RK', 'QL', 'PY', 'GI']
['NZ', 'EP', 'MJ', 'EX', 'LV', 'OY', 'SY', 'CP', 'KY', 'MV']
['NE', 'EO', 'HR', 'NR', 'MK', 'FS', 'BP', 'KH', 'HK', 'B']
['DU', 'HA', 'CM', 'QR', 'MF', 'PR', 'RL', 'LO', 'P', 'KJ']
['QY', 'FA', 'IB', 'IC', 'IX', 'OR', 'PH', 'KU', 'KY', 'HX']
['IB', 'JP', 'OC', 'IZ', 'DZ', 'QK', 'CK', 'KH', 'JQ', 'KD']
['HB', 'QF', 'PE', 'DC', 'NP', 'FN', 'GS', 'HF', 'LF', 'ED']
['JX', 'FD', 'KZ', 'MY', 'OC', 'CC', 'FN', 'RZ', 'CG', 'RS']
['MM', 'MB', 'EN', 'SV', 'GP', 'JH', 'J', 'KW', 'PP', 'CO']
['FQ', 'OD', 'EB', 'NP', 'FV', 'HN', 'KW', 'SS', 'BZ', 'RO']
['EA', 'PX', 'CF', 'S', 'SQ', 'QB', 'JD', 'CB', 'EC', 'HM']
['OH', 'DG', 'PX', 'GG', 'RN', 'RI', 'PU', 'QM', 'HM', 'DV']
['H', 'IS', 'MY', 'RN', 'OB', 'LP', 'KF', 'LH', 'MC', 'MI']
['SP', 'IB', 'JI', 'SA', 'LD', 'MP', 'KF', 'EC', 'RC', 'BA']
['TE', 'NT', 'BV', 'EV', 'TC', 'KN', 'V', 'RE', 'NS', 'QW']
['NM', 'BG', 'LE', 'F', 'HS', 'KX', 'GT', 'QS', 'Q', 'LY']
['MO', 'IB', 'GX', 'HD', 'BB', 'EV', 'KU', 'PA', 'BW', 'HX']
['BN', 'BD', 'KX', 'MP', 'KU', 'N', 'JH', 'JQ', 'HO', 'QW']
['OX', 'GG', 'NY', 'LQ', 'HA', 'FR', 'HM', 'IU', 'KR', 'GH']
['GA', 'PI', 'PG', 'FD', 'OM', 'JU', 'RK', 'BC', 'QL', 'FT']
['OJ', 'IP', 'JL', 'SI', 'Q', 'GY', 'RF', 'BS', 'QD', 'PB']
['DG', 'OZ', 'FD', 'QB', 'OB', 'SU', 'QT', 'KA', 'QH', 'LT']
['RG', 'EU', 'HJ', 'NG', 'BJ', 'N', 'OQ', 'PC', 'SS', 'MZ']
['EJ', 'BR', 'JC', 'BB', 'KP', 'HP', 'SH', 'PV', 'IU', 'SS']
['SD', 'GN', 'IH', 'CY', 'FI', 'KF', 'HN', 'GT', 'KO', 'KD']
['GM', 'S', 'JF', 'RX', 'RZ', 'NF', 'MC', 'OA', 'HU', 'QW']
['MW', 'QC', 'JE', 'X', 'MN', 'SC', 'Y', 'ID', 'NY', 'NN']
['H', 'CH', 'FH', 'JL', 'MP', 'DI', 'RL', 'LR', 'NB', 'MZ']
['IB', 'OX', 'BL', 'HY', 'BY', 'MK', 'C', 'IT', 'SX', 'MS']
['BG', 'KB', 'LI', 'HW', 'NQ', 'CS', 'BW', 'KO', 'CG', 'LT']
['NE', 'DE', 'OT', 'SK', 'QO', 'LU', 'QQ', 'LN', 'RJ', 'BA']
['QC', 'IF', 'OL', 'BV', 'RV', 'LG', 'ML', 'GY', 'SS', 'BO']
['MW', 'BX', 'QN', 'QO', 'QA', 'KX', 'PZ', 'HM', 'IY', 'GL']
['NA', 'HC', 'QJ', 'BT', 'IB', 'FD', 'CY', 'IT', 'K', 'JJ']
['BG', 'SW', 'DC', 'LD', 'IE', 'R', 'TA', 'KO', 'BZ', 'GW']
['CE', 'PE', 'JO', 'IR', 'EH', 'KI', 'RW', 'DB', 'CU', 'KJ']
['MT', 'IO', 'LX', 'DX', 'JP', 'SI', 'GS', 'NM', 'NS', 'NV']
['LB', 'HD', 'ES', 'OM', 'M', 'BM', 'FR', 'PA', 'GY', 'OI']
['QN', 'BM', 'HG', 'JA', 'NQ', 'TB', 'BW', 'RH', 'RQ', 'GL']
['BD', 'CD', 'DR', 'MF', 'NK', 'FC', 'LF', 'DB', 'QD', 'MI']
['FX', 'MQ', 'PG', 'QO', 'PN', 'JA', 'LJ', 'LF', 'OA', 'FG']
['BZ', 'FO', 'HW', 'OE', 'LN', 'MC', 'OA', 'MV', 'RO', 'FM']
['ET', 'LM', 'CZ', 'EE', 'GP', 'FC', 'DL', 'KW', 'MR', 'MV']
['LM', 'FH', 'SK', 'NY', 'DZ', 'II', 'NK', 'RU', 'E', 'DN']
['MW', 'EE', 'JN', 'LU', 'MB', 'EN', 'SE', 'ND', 'FT', 'CG']
['QV', 'U', 'DO', 'RT', 'KR', 'LV', 'CM', 'HM', 'MR', 'CU']
['CZ', 'QN', 'OT', 'OE', 'HN', 'PU', 'PA', 'BW', 'GO', 'MZ']
['CL', 'K', 'TA', 'RA', 'RP', 'NU', 'IJ', 'JR', 'SV', 'RS']
['NI', 'PJ', 'LX', 'DJ', 'OU', 'TC', 'EX', 'LV', 'CN', 'DV']
['OH', 'GD', 'SP', 'ON', 'SV', 'SM', 'BP', 'FC', 'IM', 'RE']
['RG', 'NI', 'NP', 'JL', 'IZ', 'BJ', 'EX', 'Z', 'II', 'RQ']
['PO', 'NI', 'ST', 'SC', 'HA', 'ER', 'QS', 'PK', 'KG', 'MS']
['BX', 'JV', 'DG', 'HZ', 'HD', 'QS', 'DA', 'QT', 'PF', 'BO']
['CF', 'KM', 'OO', 'OC', 'MJ', 'NL', 'EW', 'GS', 'RU', 'EQ']
['CF', 'NN', 'BY', 'D', 'BK', 'E', 'OP', 'SX', 'B', 'CH']
['PT', 'HI', 'CF', 'PN', 'EK', 'SZ', 'JU', 'PL', 'SS', 'MD']
['CZ', 'CA', 'JI', 'LI', 'QK', 'CM', 'NC', 'NK', 'FJ', 'HU']
['CL', 'GQ', 'PW', 'JY', 'DJ', 'PH', 'PC', 'FT', 'OI', 'DV']
['SO', 'PN', 'PQ', 'GC', 'EW', 'CW', 'ML', 'DA', 'PL', 'GV']
['L', 'GM', 'JQ', 'FY', 'CP', 'FI', 'CV', 'JH', 'RY', 'KE']
['GK', 'TD', 'RY', 'QS', 'PF', 'D', 'CG', 'CU', 'GL', 'CO']
['DM', 'QE', 'JX', 'RT', 'RZ', 'HJ', 'FR', 'RJ', 'LO', 'FJ']
['OX', 'JF', 'HT', 'CC', 'HP', 'LP', 'PU', 'A', 'IQ', 'CR']
['MN', 'BE', 'TC', 'HN', 'FI', 'NK', 'JQ', 'KR', 'PM', 'QW']
['EE', 'PT', 'PE', 'CJ', 'BE', 'FK', 'SY', 'SN', 'EY', 'HV']
['FA', 'TE', 'HS', 'BY', 'FZ', 'SE', 'NH', 'KH', 'KY', 'HU']
['BG', 'HH', 'FB', 'KS', 'SK', 'IP', 'EX', 'IG', 'SV', 'KR']
['OL', 'BV', 'NG', 'OE', 'PS', 'TC', 'GZ', 'FW', 'DS', 'IA']
['MU', 'JN', 'OR', 'BY', 'LR', 'IQ', 'QP', 'IY', 'RO', 'HX']
['RD', 'HR', 'SK', 'IC', 'OU', 'OB', 'OK', 'HF', 'KW', 'JT']
['CZ', 'IK', 'JM', 'T', 'LW', 'MA', 'IM', 'NS', 'TD', 'ED']
['MQ', 'KB', 'CF', 'IU', 'HY', 'QB', 'LP', 'QU', 'NK', 'KR']
['L', 'CD', 'JF', 'EZ', 'HT', 'JY', 'DP', 'DS', 'LO', 'DT']
['EJ', 'FU', 'RI', 'CY', 'CK', 'Z', 'RJ', 'KT', 'OV', 'SX']
['DM', 'PT', 'RX', 'OB', 'BJ', 'DK', 'JA', 'IW', 'QS', 'C']
['HE', 'FU', 'CY', 'GC', 'RK', 'SN', 'GY', 'MA', 'RU', 'SF']
['NJ', 'EE', 'LE', 'BD', 'GD', 'FO', 'EV', 'OB', 'LP', 'HO']
['GB', 'CD', 'KS', 'FD', 'LD', 'QU', 'QR', 'JR', 'GJ', 'PY']
['ET', 'SB', 'HH', 'SG', 'EE', 'SR', 'EZ', 'GC', 'LN', 'JT']
['HB', 'BQ', 'CQ', 'JF', 'BL', 'BM', 'QB', 'BJ', 'ON', 'EG']
['CF', 'KZ', 'BE', 'OG', 'DK', 'LN', 'GJ', 'NN', 'CJ', 'PB']
['MT', 'HY', 'BU', 'HQ', 'G', 'RJ', 'A', 'CI', 'BK', 'NW']
['HR', 'MX', 'IX', 'HY', 'FD', 'MB', 'JD', 'EN', 'IJ', 'PF']
['CL', 'HH', 'QJ', 'FU', 'NX', 'OW', 'RM', 'RO', 'JW', 'DV']
['OJ', 'IF', 'IK', 'BE', 'OO', 'OR', 'OF', 'JA', 'MD', 'LW']
['BN', 'HD', 'SL', 'NP', 'BM', 'GC', 'CB', 'JZ', 'QT', 'RU']
['ET', 'SB', 'EB', 'GA', 'I', 'NF', 'KX', 'FP', 'QX', 'RW']
['EU', 'JI', 'SA', 'FD', 'MM', 'OO', 'Z', 'EI', 'QZ', 'NM']
['OS', 'PO', 'GK', 'SG', 'ER', 'EN', 'KN', 'RK', 'NT', 'BA']
['EO', 'SG', 'DC', 'ME', 'FF', 'DZ', 'JS', 'LH', 'QZ', 'BK']
['IF', 'DU', 'PI', 'I', 'FD', 'PD', 'M', 'MR', 'GH', 'NB']
['IO', 'SW', 'GM', 'JB', 'DO', 'NZ', 'RA', 'CS', 'CI', 'IM']
['EL', 'BQ', 'O', 'QA', 'KB', 'JY', 'KP', 'EX', 'QZ', 'NB']
['GX', 'DQ', 'JM', 'LQ', 'LN', 'JQ', 'FT', 'NM', 'SF', 'JJ']
['SJ', 'BX', 'SW', 'TA', 'HI', 'CF', 'OM', 'NH', 'SV', 'CX']
['KQ', 'SH', 'MZ', 'FE', 'OY', 'KH', 'LW', 'LK', 'RQ', 'CT']
['FH', 'NO', 'TF', 'NZ', 'CG', 'FW', 'FL', 'NY', 'DN', 'NV']
['KC', 'HB', 'KK', 'OR', 'BY', 'LP', 'QK', 'TB', 'KJ', 'CT']
['BN', 'DM', 'LB', 'GG', 'HQ', 'FP', 'QM', 'PC', 'D', 'BA']
['ET', 'LA', 'DD', 'MK', 'OQ', 'GS', 'NM', 'MV', 'CJ', 'MZ']
['BF', 'PJ', 'KT', 'DF', 'LG', 'KA', 'HM', 'LS', 'BI', 'SF']
['QY', 'HO', 'U', 'QG', 'IX', 'LI', 'EP', 'GJ', 'RS', 'IY']
['K', 'NE', 'CJ', 'NR', 'IN', 'MK', 'LV', 'FS', 'B', 'NW']
['DU', 'CM', 'QR', 'PR', 'RL', 'LO', 'QL', 'P', 'FG', 'KJ']
['QY', 'L', 'JE', 'QG', 'GF', 'NO', 'RP', 'MF', 'MA', 'CJ']
['F', 'LX', 'EV', 'DR', 'QK', 'RR', 'SM', 'JQ', 'NY', 'CH']
['HB', 'HE', 'DO', 'EU', 'MX', 'IP', 'EZ', 'IR', 'CK', 'RR']
['FQ', 'JV', 'BT', 'HD', 'DZ', 'LN', 'QT', 'HM', 'BZ', 'NN']
['MG', 'MM', 'DB', 'GC', 'EN', 'GP', 'JH', 'J', 'PP', 'CO']
['MQ', 'EB', 'DU', 'BF', 'F', 'BH', 'FV', 'DW', 'KE', 'JG']
['EA', 'PX', 'S', 'SL', 'PN', 'KV', 'SQ', 'CB', 'EN', 'LY']
['QF', 'DO', 'IK', 'GG', 'MX', 'DD', 'OE', 'GC', 'J', 'RO']
['OD', 'F', 'IX', 'RN', 'HL', 'Z', 'LR', 'MC', 'MI', 'PB']
['FQ', 'NA', 'SP', 'HR', 'RN', 'SH', 'JU', 'EC', 'PY', 'DN']
['H', 'MU', 'LK', 'X', 'GR', 'V', 'SF', 'QZ', 'NS', 'QW']
['BG', 'SO', 'JC', 'HS', 'RM', 'Q', 'LY', 'CR', 'MR', 'ND']
['SB', 'KS', 'BB', 'EV', 'LL', 'OW', 'LN', 'PA', 'GY', 'IM']
['BN', 'SA', 'KX', 'MH', 'SM', 'LR', 'DA', 'SV', 'MS', 'CH']
['FA', 'MU', 'OX', 'GG', 'IK', 'SZ', 'ID', 'LF', 'IU', 'GH']
['PW', 'LB', 'QG', 'GA', 'PI', 'FV', 'QP', 'BC', 'QL', 'FT']
['OJ', 'GK', 'PN', 'JL', 'JY', 'FN', 'LN', 'RF', 'BS', 'HV']
['DG', 'OZ', 'PM', 'NP', 'EK', 'QB', 'DP', 'CB', 'PV', 'MD']
['NO', 'Y', 'FR', 'PZ', 'LV', 'W', 'QX', 'NM', 'RO', 'ED']
['FA', 'OD', 'EL', 'DU', 'CF', 'LL', 'HP', 'NT', 'M', 'CU']
['IS', 'SD', 'IH', 'FI', 'KF', 'HN', 'NT', 'KD', 'NY', 'GO']
['JO', 'FH', 'GG', 'PE', 'FV', 'QI', 'QM', 'RC', 'RS', 'RO']
['MW', 'EL', 'X', 'PE', 'MN', 'DH', 'QK', 'EC', 'RQ', 'NN']
['OL', 'GF', 'RP', 'HN', 'DI', 'FP', 'SE', 'EI', 'KD', 'CO']
['EJ', 'IB', 'HY', 'JK', 'KF', 'A', 'LJ', 'HM', 'IU', 'SX']
['BG', 'SB', 'LX', 'HW', 'GT', 'CS', 'BW', 'KO', 'CG', 'LT']
['OT', 'IK', 'PE', 'LU', 'QQ', 'RJ', 'LJ', 'EY', 'PC', 'BA']
['QC', 'IF', 'FA', 'LC', 'BV', 'RV', 'OW', 'ML', 'GY', 'MV']
['IV', 'QO', 'BF', 'EZ', 'NQ', 'KR', 'JS', 'IM', 'BK', 'GL']
['QJ', 'BT', 'FD', 'CY', 'DZ', 'GC', 'GS', 'IT', 'K', 'JJ']
['HH', 'RT', 'LD', 'EX', 'IE', 'R', 'BW', 'TA', 'PF', 'KG']
['PE', 'JO', 'IR', 'CC', 'EH', 'KI', 'GV', 'HK', 'OV', 'HV']
['IF', 'HC', 'JF', 'LX', 'DX', 'HY', 'KP', 'LV', 'PK', 'DB']
['GB', 'DG', 'QG', 'NO', 'ES', 'OM', 'DP', 'SU', 'PR', 'IU']
['QN', 'QA', 'EV', 'PD', 'JS', 'KL', 'RH', 'CG', 'IL', 'ED']
['FX', 'SB', 'KM', 'SZ', 'MI', 'SU', 'W', 'LF', 'DB', 'TD']
['DY', 'FX', 'SW', 'PG', 'PN', 'TC', 'Z', 'BP', 'OA', 'JK']
['BZ', 'HV', 'JI', 'OE', 'CP', 'PU', 'RL', 'KE', 'NM', 'FM']
['LM', 'GD', 'SC', 'RI', 'SH', 'RY', 'IW', 'BW', 'DL', 'CO']
['LE', 'QG', 'GG', 'RP', 'II', 'QR', 'GT', 'EG', 'OP', 'DN']
['GD', 'QF', 'RV', 'HQ', 'HA', 'SE', 'JQ', 'EG', 'RQ', 'FG']
['QV', 'CZ', 'H', 'U', 'EE', 'DO', 'HS', 'MJ', 'KY', 'CU']
['OV', 'LB', 'O', 'IK', 'MN', 'HA', 'FK', 'QX', 'KO', 'GO']
['RA', 'IN', 'RP', 'ID', 'NU', 'IJ', 'OK', 'JR', 'RS', 'PM']
['SG', 'JX', 'SE', 'JZ', 'IJ', 'CN', 'C', 'FL', 'PP', 'NC']
['GD', 'HZ', 'S', 'JM', 'D', 'BP', 'FC', 'KY', 'IM', 'RE']
['SO', 'RG', 'NI', 'IU', 'CC', 'HA', 'EP', 'EW', 'GE', 'CO']
['KC', 'PO', 'BR', 'HE', 'GA', 'ST', 'SC', 'QQ', 'GS', 'KG']
['BX', 'HZ', 'HD', 'KP', 'QS', 'DA', 'QT', 'PF', 'IV', 'BO']
['OV', 'OZ', 'KM', 'OO', 'OC', 'CK', 'TC', 'MJ', 'J', 'EQ']
['DE', 'CF', 'RV', 'MM', 'BY', 'OF', 'D', 'FT', 'OP', 'CH']
['LB', 'QE', 'EK', 'SZ', 'OO', 'PL', 'DA', 'PC', 'KE', 'KR']
['GQ', 'CA', 'QJ', 'QG', 'S', 'MG', 'DD', 'RO', 'JK', 'ED']
['GQ', 'PW', 'LL', 'DJ', 'IZ', 'FE', 'FL', 'PC', 'EM', 'DV']
['KC', 'PT', 'PQ', 'OY', 'EW', 'CW', 'NK', 'LO', 'LF', 'MR']
['L', 'CC', 'Z', 'FY', 'CP', 'PY', 'EG', 'CV', 'DB', 'NW']
['FQ', 'KK', 'QJ', 'IK', 'BQ', 'CJ', 'HQ', 'KH', 'CU', 'TD']
['QO', 'QE', 'JX', 'RT', 'RZ', 'FR', 'HK', 'SV', 'EM', 'MV']
['SA', 'LL', 'NO', 'HT', 'CC', 'LP', 'GT', 'PU', 'A', 'LF']
['DE', 'HL', 'QQ', 'LA', 'TC', 'QT', 'FJ', 'D', 'NM', 'JJ']
['BQ', 'HQ', 'KF', 'SY', 'MF', 'JQ', 'QZ', 'PP', 'HV', 'LW']
['FA', 'MT', 'TE', 'IZ', 'HS', 'KU', 'FZ', 'QR', 'QS', 'KH']
['MT', 'KS', 'SL', 'RB', 'KU', 'IG', 'PF', 'KR', 'OV', 'JK']
['OL', 'OD', 'HZ', 'JC', 'IN', 'FN', 'PS', 'GZ', 'DS', 'RW']
['TA', 'JN', 'SK', 'OR', 'KA', 'LR', 'IQ', 'IY', 'RO', 'HX']
['RD', 'OH', 'HC', 'HR', 'OU', 'OK', 'HF', 'JH', 'JT', 'DN']
['GD', 'HZ', 'QF', 'PI', 'JX', 'FD', 'KP', 'SQ', 'T', 'ED']
['FX', 'RV', 'EF', 'MB', 'FV', 'RR', 'QU', 'JR', 'DA', 'NY']
['GX', 'EU', 'HR', 'HJ', 'KN', 'JZ', 'ML', 'GT', 'DA', 'LK']
['EJ', 'QG', 'BT', 'IN', 'RI', 'BY', 'KU', 'KA', 'OV', 'PB']
['HI', 'RX', 'RN', 'MG', 'HS', 'JA', 'IW', 'QX', 'C', 'TA']
['HH', 'HE', 'LU', 'NU', 'RK', 'MH', 'NH', 'SN', 'MA', 'ND']
['NJ', 'SB', 'EE', 'BD', 'PG', 'FO', 'MJ', 'RM', 'KF', 'HO']
